word,subject,interpretation,example_portuguese_sentence,example_libras_sentence,grammar_class,word_origin,video_link,image_link,hand_image_link
DESFALECER,NENHUM,Perder momentaneamente a consciência; desmaiar.,"A mulher estava andando, sentiu uma tontura e desfaleceu.",MULHER pessoaANDAR SENTIR TONTURA DESFALECER.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desfalecerSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desfalecerSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg61.jpg
DESFIAR,NENHUM,Reduzir uma substância a filamentos; desmanchar em fios.,"Agora, desfie o frango para fazer o estrogonofe.",DESFIAR FRANGO COMER ESTROGONOFE.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desfiarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desfiarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg42.jpg
DESFILAR,NENHUM,"Caminhar elegantemente diante do público e da comissão julgadora, durante participação em um concurso.",Vi a mulher magra desfilar na passarela e ganhar.,EU 1s VER 3s MULHER MAGR@ DESFILAR-PASSARELA GANHAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desfilarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desfilarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg27.jpg
DESFILE,NENHUM,"Caminhada de modelos que usam produtos ligados à moda, sobre uma passarela e diante de uma platéia.","Vi, ontem, na televisão, um bonito desfile de crianças.",ONTEM TV 1s VER 3s CRIANÇA+ DESFILE BONIT@!,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desfileSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desfileSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg27.jpg
DESGASTAR,NENHUM,"Gastar, pouco a pouco; ficar consumido pela ação do tempo, esforço ou uso.",Andei na cidade uma semana inteira e meu sapato desgastou.,SEMANA CIDADE ANDARmuito SAPATO JÁ DESGASTAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desgastarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desgastarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg35a.jpg
DESGOSTO,SENTIMENTOS,"Ausência de prazer, de alegria; grande insatisfação ou sentimento de mágoa, de pesar; aborrecimento, contrariedade.",Sinto desgosto por meu filho ter parado de estudar.,FILH@ ME@ PARAR ESTUDAR EU DESGOSTO.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desgostoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desgostoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg02.jpg
DESIGNAR,NENHUM,Indicar alguém para uma determinada tarefa ou cargo.,O grupo da empresa o designou como representante na reunião.,GRUPO EMPRESA DESIGNAR EL@ REPRESENTANTE REUNIÃO.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/designarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/designarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg20.jpg
DESINIBIDO,NENHUM,Descontraído; extrovertido; aquele que não é tímido.,"Ele é desinibido, entrou no teatro de chinelo.",EL@ DESINIBID@ ENTRAR TEATRO CHINELO.,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desinibidoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desinibidoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg27.jpg
DESISTIR,NENHUM,"Não prosseguir em projeto, plano, intenção ou atividade; abrir mão; renunciar.",Ele desistiu da candidatura à presidência.,EL@ DESISTIR VOTO^PROMETER PRESIDÊNCIA.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desistirSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desistirSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg44.jpg
DESLIGAR,NENHUM,Interromper uma ligação; cortar um circuito que alimenta aparelhos elétricos ou eletrônicos; desplugar; apagar.,Meu pai esqueceu de desligar o ar condicionado.,P-A-I ESQUECER A-R DESLIGAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desligarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desligarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg05.jpg
DESLIZAR,NENHUM,"Deslocar-se continuamente ao longo de uma superfície, sem perder o contato com ela; escorregar.","Eu estava andando de bicicleta, ela deslisou por causa da chuva e caiu.",EU ANDAR-BICICLETA CHUVA DESLIZAR objetoCAIR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/deslizarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/deslizarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg11.jpg
DESMAIAR,NENHUM,Perder momentaneamente os sentidos; desfalecer.,Ontem uma pedra bateu na minha cabeça e eu desmaiei.,ONTEM PEDRA coisa-pequen@CAIR-CABEÇA EU DESMAIAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desmaiarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desmaiarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg61.jpg
DESMONTAR,NENHUM,"Desfazer um conjunto ou um todo, separando seus elementos; desarmar; desmantelar.",O mecânico desmontou as peças do carro.,HOMEM^CONSERTAR CARRO DESMONTAR P-E-Ç-A.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desmontarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desmontarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg52.jpg
DESOBEDECER,NENHUM,"Não obedecer; recusar-se a acatar uma ordem ou o que foi estabelecido por leis, preceitos ou por uma autoridade.","Agora aumentou o número de pessoas que, com o carro, desobedecem aos sinais de trânsito.",AGORA AUMENTAR PESSOA CARRO DESOBEDECERcontinuativo SINAL-TRÂNSITO.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desobedecerSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desobedecerSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg07.jpg
DESODORANTE,HIGIENE/SAÚDE,"Produto cosmético próprio para anular ou abrandar odores desagradáveis das axilas, dos pés e de outras partes do corpo.",Aquele homem tem mania de usar um desodorante com cheiro forte.,HOMEM AQUEL@ MANIA DESODORANTE CHEIRO FORTE.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desodoranteSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desodoranteSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg02.jpg
DESORDEM,NENHUM,Falta de ordem; desorganização; desarrumação.,A secretaria do terceiro andar está uma desordem.,SECRETARIA CIMA 3-ANDAR DESORDEM.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desordemSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desordemSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg64.jpg
DESPEDIR1,NENHUM,Saudar; cumprimentar na hora da saída.,"Ela não se despediu, não tem educação.",EL@ DESPEDIR NÃO EDUCAÇÃO NÃO-TER.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/despedirSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/despedirSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg64.jpg
DESPEDIR2,NENHUM,Demitir do emprego; dispensar os serviços; exonerar.,A empresa despediu 20 funcionários no ano passado.,ANO-PASSADO EMPRESA DESPEDIR PESSO@ 20 FUNCIONÁRIO.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/despedir2Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/despedir2Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg53a.jpg
DESPEJO,NENHUM,Ato em que uma ou mais pessoas são obrigadas a sair de um local; determinação para que um espaço seja desocupado.,A prefeitura determinou o despejo das casas por causa das obras da estrada.,PREFEITURA DETERMINAR DESPEJO CASA+ OBRA ESTRADA.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/despejoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/despejoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg53a.jpg
DESPERTADOR,APARELHO/MÁQUINA,Relógio dotado de dispositivo ajustável para dar alarme em uma hora prefixada.,"Cheguei atrasado, pois esqueci de colocar o despertador debaixo do travesseiro.",EU CHEGAR ATRASAD@ ESQUECER DESPERTADOR DEBAIXO TRAVESSEIRO.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/despertadorSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/despertadorSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg47.jpg
DESPERTAR,ALIMENTO/BEBIDA,Acordar; sair ou tirar do sono.,Quando a luz se acende eu me desperto.,ACENDAR-LUZ EU DESPERTAR,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/despertarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/despertarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg02.jpg
DESPIDO,NENHUM,Nu;sem roupa.,"Li no jornal, que um homem maluco andava despido na rua e a polícia o prendeu.",EU JORNAL LER HOMEM MALUC@ pessoaANDAR R-U-A DESPIDO POLÍCIA PRENDER.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/despidoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/despidoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
DESPORTO,ALIMENTO/BEBIDA,Qualquer modalidade de esporte praticada segundo as regras oficiais.,Minha escola já construiu uma área para desporto.,CASA^ESTUDO ME@ CONSTRUIR JÁ ÁREA DESPORTO.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desportoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desportoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg07.jpg
DESPREOCUPADO,NENHUM,Tranqüilo; relaxado; sem preocupações.,Eu me admirei como ele ficou despreocupado com a nota baixa.,NOTA BAIX@ EL@ DESPREOCUPAD@ EU ADMIRAD@.,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/despreocupadoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/despreocupadoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg27.jpg
DESPREZAR,NENHUM,Tratar com desprezo; desdenhar; desconsiderar; relegar.,Ela desprezou a minha amiga.,EL@ DESPREZAR AMIG@ ME@.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desprezarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desprezarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg44.jpg
DESQUITAR,NENHUM,Separar-se do cônjuge por meio do desquite judicial ou amigável.,Ele vai se desquitar no mês que vem.,EL@-2 V-A-I DESQUITAR MÊS DEPOIS.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desquitarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desquitarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg53a.jpg
DESTINO,NENHUM,"Sorte, fado; fatalidade a que se supõe estarem sujeitas as pessoas e as coisas do mundo; acontecimento imprevisto, alheio à vontade.","Aquela criança adora futebol, é destino dela.",CRIANÇA AQUEL@ ADORAR FUTEBOL SER DESTINO DEL@ .,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/destinoSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/destinoSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg
DESTRO,CORPO,Aquele que tem aptidão para o uso da mão direita na realização de suas atividades.,Meu irmão é destro.,IRM@ ME@ DESTR@.,ADJETIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/destroSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/destroSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg
DESTRUIR1,NENHUM,Causar danos ou estragos; arruinar; estragar.,Ontem a briga dentro do bar acabou destruindo tudo.,ONTEM BRIGA DENTRO B-A-R DESTRUIR T-U-D-O.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/destruir1Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/destruir1Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg02.jpg
DESTRUIR2,NENHUM,"Causar a perda ou a ruína; arrasar, assolar, devastar.",Li no jornal que a chuva forte destruiu e desabou a casa naquela favela.,JORNAL LER LÁ FAVELA CHUVAforte CASA-DESABAR DESTRUIR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/destruir2Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/destruir2Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg
DESVALORIZAR,NENHUM,"Reduzir o valor; promover a desvalorização de moedas, dinheiro, imóveis, ouro e outros bens materiais.",A casa que fica perto do morro está desvalorizada.,CASA VENDER PERT@ MORRO JÁ DINHEIRO DESVALORIZAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desvalorizarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desvalorizarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg64.jpg
DESVIAR,NENHUM,Alterar a direção ou a orientação; mudar o rumo.,"O homem estava dirigindo e desviou errado, para o lado esquerdo.",HOMEM DIRIGIR-CARRO DESVIAR-ESQUERD@ ERRAD@.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/desviarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/desviarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg61.jpg
DETALHE,NENHUM,"Pequeno elemento de um todo; minúcia, pormenor; particularidade.",O professor narrou a história em detalhes e cansou os alunos.,PROFESSOR@ NARRAR HISTÓRIA DETALHE A-L-U-N-O-S CANSAR.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/detalheSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/detalheSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg14.jpg
DETER,NENHUM,Impedir o avanço; conter; reter.,Seus dois amigos brigaram e eu tive coragem de detê-los.,AMIG@ SE@ EL@-DOIS BRIGAR EU CORAGEM DETER.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/deterSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/deterSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg64.jpg
DETERGENTE,HIGIENE/SAÚDE,Produto de limpeza; tipo de sabão líquido usado para retirar impurezas.,O detergente acabou. É preciso comprar.,DETERGENTE ACABAR COMPRAR.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/detergenteSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/detergenteSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg02.jpg
DETESTAR1,NENHUM,Não gostar; sentir aversão por alguém ou alguma coisa.,Detesto comer jiló.,DETESTAR COMER J-I-L-Ó.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/detestar2Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/detestar2Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg34.jpg
DETESTAR2,NENHUM,Não gostar; sentir aversão por alguém ou alguma coisa.,Minha amiga detesta passear no shopping.,AMIG@ ME@ DETESTAR S-P PASSEAR.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/detestar1Sm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/detestar1Sm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg63.jpg
DETETIVE,PROFISSÃO/TRABALHO,"Agente policial, que muitas vezes trabalha por conta própria, fazendo os mais variados tipos de investigação.",O detetive está procurando quem roubou o banco.,DETETIVE PROCURAR Q-U-E-M ROUBAR B-A-N-C-O.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/detetiveSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/detetiveSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg49.jpg
DETONAR,NENHUM,"Produzir explosão; fazer estrondar, explodindo.","Por maldade, eles foram detonar o hospital.",EU IR EL@-2 VISITA HOSPITAL DETONAR MALDADE.,VERBO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/detonarSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/detonarSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg02.jpg
DETRÁS,NENHUM,Na parte posterior; o que vem depois do que está à frente.,"O idoso que estava na fila, detrás de mim, desmaiou.",FILA DETRÁS HOMEM IDOS@ DESMAIAR.,ADV.,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/detrasSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/detrasSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg07.jpg
DEUS,NENHUM,"O ser supremo, infinito, perfeito, criador do Universo, segundo as religiões monoteístas; divindade masculina superior aos homens, senhora dos destinos da vida, segundo as religiões politeístas.",Deus ama a todas as pessoas.,DEUS AMAR PESSOA TOD@.,SUBSTANTIVO,Nacional,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/videos/deusSm_Prog001.mp4,https://www.ines.gov.br/dicionario-de-libras/public/media/palavras/images/deusSm_Prog001.jpg,https://www.ines.gov.br/dicionario-de-libras/public/media/mao/cg12.jpg
